Ranking;Score;Strategia;Base_name;Descrizione;Hold;Metric_kind;Horizon_days;Entry_kind;Tickers_used;Clusters_used;Tickers_used_N;Clusters_used_N;N;N_filter;Win_rate_%;Avg_ret_%;Median_ret_%;Total_ret_%;Std_%;Sharpe;Min_%;Max_%
23;50.35;Large cap (≥10B) CEO/CFO — hold ret_mean_14d_open;Large cap (≥10B) CEO/CFO;Solo market cap ≥10B con insider CEO/CFO. Soglie testate: 250M, 500M, 750M, 1B, 2B, 3B, 5B, 10B, 20B, 50B. (mean: media aritmetica di tutti i valori O,H,L,C nel periodo, barre es. 5 min).;ret_mean_14d_open;mean;14;open;ENPH;ENPH|2024-02-28;ENPH;ENPH|2024-02-28;1;1;0.0;-2.1;-2.1;-2.1;;;-2.1;-2.1
4;82.51;CEO + Director (combo) — hold ret_low_30d_news;CEO + Director (combo);Cluster con almeno CEO e Director.;ret_low_30d_news;low;30;news;STGW;STGW|2024-02-28;STGW;STGW|2024-02-28;1;1;0.0;-2.1;-2.1;-2.1;;;-2.1;-2.1
5;82.51;Small cap (≤1B) CEO/CFO — hold ret_low_30d_news;Small cap (≤1B) CEO/CFO;Solo small cap (market cap ≤1B) con insider CEO/CFO.;ret_low_30d_news;low;30;news;STGW;STGW|2024-02-28;STGW;STGW|2024-02-28;1;1;0.0;-2.1;-2.1;-2.1;;;-2.1;-2.1
4;82.51;CEO + Director (combo) — hold ret_low_60d_news;CEO + Director (combo);Cluster con almeno CEO e Director.;ret_low_60d_news;low;60;news;STGW;STGW|2024-02-28;STGW;STGW|2024-02-28;1;1;0.0;-2.1;-2.1;-2.1;;;-2.1;-2.1
5;82.51;Small cap (≤1B) CEO/CFO — hold ret_low_60d_news;Small cap (≤1B) CEO/CFO;Solo small cap (market cap ≤1B) con insider CEO/CFO.;ret_low_60d_news;low;60;news;STGW;STGW|2024-02-28;STGW;STGW|2024-02-28;1;1;0.0;-2.1;-2.1;-2.1;;;-2.1;-2.1
4;82.51;CEO + Director (combo) — hold ret_low_90d_news;CEO + Director (combo);Cluster con almeno CEO e Director.;ret_low_90d_news;low;90;news;STGW;STGW|2024-02-28;STGW;STGW|2024-02-28;1;1;0.0;-2.1;-2.1;-2.1;;;-2.1;-2.1
5;82.51;Small cap (≤1B) CEO/CFO — hold ret_low_90d_news;Small cap (≤1B) CEO/CFO;Solo small cap (market cap ≤1B) con insider CEO/CFO.;ret_low_90d_news;low;90;news;STGW;STGW|2024-02-28;STGW;STGW|2024-02-28;1;1;0.0;-2.1;-2.1;-2.1;;;-2.1;-2.1
22;53.36;RSI overbought (>70) — hold ret_low_1d_open;RSI overbought (>70);RSI(14) a entry > 70.;ret_low_1d_open;low;1;open;NHI,WU;WU|2024-02-28,NHI|2024-02-28;NHI,WU;WU|2024-02-28,NHI|2024-02-28;2;2;0.0;-2.11;-2.11;-4.22;2.98;-0.71;-4.22;0.0
22;53.36;RSI overbought (>70) — hold ret_low_2d_open;RSI overbought (>70);RSI(14) a entry > 70.;ret_low_2d_open;low;2;open;NHI,WU;WU|2024-02-28,NHI|2024-02-28;NHI,WU;WU|2024-02-28,NHI|2024-02-28;2;2;0.0;-2.11;-2.11;-4.22;2.98;-0.71;-4.22;0.0
22;53.36;RSI overbought (>70) — hold ret_low_3d_open;RSI overbought (>70);RSI(14) a entry > 70.;ret_low_3d_open;low;3;open;NHI,WU;WU|2024-02-28,NHI|2024-02-28;NHI,WU;WU|2024-02-28,NHI|2024-02-28;2;2;0.0;-2.11;-2.11;-4.22;2.98;-0.71;-4.22;0.0
22;53.36;RSI overbought (>70) — hold ret_low_5d_open;RSI overbought (>70);RSI(14) a entry > 70.;ret_low_5d_open;low;5;open;NHI,WU;WU|2024-02-28,NHI|2024-02-28;NHI,WU;WU|2024-02-28,NHI|2024-02-28;2;2;0.0;-2.11;-2.11;-4.22;2.98;-0.71;-4.22;0.0
22;53.36;RSI overbought (>70) — hold ret_low_7d_open;RSI overbought (>70);RSI(14) a entry > 70.;ret_low_7d_open;low;7;open;NHI,WU;WU|2024-02-28,NHI|2024-02-28;NHI,WU;WU|2024-02-28,NHI|2024-02-28;2;2;0.0;-2.11;-2.11;-4.22;2.98;-0.71;-4.22;0.0
29;48.39;Multiple buys (n≥2) — hold ret_low_1d_open;Multiple buys (n≥2);Almeno 2 transazioni P nello stesso cluster (buy ripetuti).;ret_low_1d_open;low;1;open;AMN,OVLY,STGW;AMN|2024-02-28,STGW|2024-02-28,OVLY|2024-02-28;AMN,OVLY,STGW;AMN|2024-02-28,STGW|2024-02-28,OVLY|2024-02-28;3;3;0.0;-2.12;-1.94;-6.37;1.08;-1.97;-3.28;-1.15
29;48.39;Multiple buys (n≥2) — hold ret_low_2d_open;Multiple buys (n≥2);Almeno 2 transazioni P nello stesso cluster (buy ripetuti).;ret_low_2d_open;low;2;open;AMN,OVLY,STGW;AMN|2024-02-28,STGW|2024-02-28,OVLY|2024-02-28;AMN,OVLY,STGW;AMN|2024-02-28,STGW|2024-02-28,OVLY|2024-02-28;3;3;0.0;-2.12;-1.94;-6.37;1.08;-1.97;-3.28;-1.15
35;40.48;Value ≥500k — hold ret_low_1d_open;Value ≥500k;Valore totale acquisto ≥ 500k $.;ret_low_1d_open;low;1;open;AMN,NHI,NOVA,SPHR;AMN|2024-02-28,SPHR|2024-02-28,NHI|2024-02-28,NOVA|2024-02-28;AMN,NHI,NOVA,SPHR;AMN|2024-02-28,SPHR|2024-02-28,NHI|2024-02-28,NOVA|2024-02-28;4;4;0.0;-2.13;-2.15;-8.53;1.95;-1.09;-4.22;0.0
35;40.48;Value ≥500k — hold ret_low_2d_open;Value ≥500k;Valore totale acquisto ≥ 500k $.;ret_low_2d_open;low;2;open;AMN,NHI,NOVA,SPHR;AMN|2024-02-28,SPHR|2024-02-28,NHI|2024-02-28,NOVA|2024-02-28;AMN,NHI,NOVA,SPHR;AMN|2024-02-28,SPHR|2024-02-28,NHI|2024-02-28,NOVA|2024-02-28;4;4;0.0;-2.13;-2.15;-8.53;1.95;-1.09;-4.22;0.0
49;32.78;CFO only — hold ret_mean_90d_news;CFO only;Solo cluster dove chi compra include CFO. (mean: media aritmetica di tutti i valori O,H,L,C nel periodo, barre es. 5 min).;ret_mean_90d_news;mean;90;news;AMN;AMN|2024-02-28;AMN;AMN|2024-02-28;1;1;0.0;-2.13;-2.13;-2.13;;;-2.13;-2.13
48;32.78;CFO + Director (combo) — hold ret_mean_90d_news;CFO + Director (combo);Cluster con almeno CFO e Director. (mean: media aritmetica di tutti i valori O,H,L,C nel periodo, barre es. 5 min).;ret_mean_90d_news;mean;90;news;AMN;AMN|2024-02-28;AMN;AMN|2024-02-28;1;1;0.0;-2.13;-2.13;-2.13;;;-2.13;-2.13
41;32.78;CFO only + Value ≥50k — hold ret_mean_90d_news;CFO only + Value ≥50k;CFO e valore totale ≥ 50k $. (mean: media aritmetica di tutti i valori O,H,L,C nel periodo, barre es. 5 min).;ret_mean_90d_news;mean;90;news;AMN;AMN|2024-02-28;AMN;AMN|2024-02-28;1;1;0.0;-2.13;-2.13;-2.13;;;-2.13;-2.13
45;32.78;CFO only + Value ≥100k — hold ret_mean_90d_news;CFO only + Value ≥100k;CFO e valore totale ≥ 100k $. (mean: media aritmetica di tutti i valori O,H,L,C nel periodo, barre es. 5 min).;ret_mean_90d_news;mean;90;news;AMN;AMN|2024-02-28;AMN;AMN|2024-02-28;1;1;0.0;-2.13;-2.13;-2.13;;;-2.13;-2.13
47;32.78;CFO only + Position +10% — hold ret_mean_90d_news;CFO only + Position +10%;CFO e aumento posizione ≥10%. (mean: media aritmetica di tutti i valori O,H,L,C nel periodo, barre es. 5 min).;ret_mean_90d_news;mean;90;news;AMN;AMN|2024-02-28;AMN;AMN|2024-02-28;1;1;0.0;-2.13;-2.13;-2.13;;;-2.13;-2.13
46;32.78;CFO only + Position +20% — hold ret_mean_90d_news;CFO only + Position +20%;CFO e aumento posizione ≥20%. (mean: media aritmetica di tutti i valori O,H,L,C nel periodo, barre es. 5 min).;ret_mean_90d_news;mean;90;news;AMN;AMN|2024-02-28;AMN;AMN|2024-02-28;1;1;0.0;-2.13;-2.13;-2.13;;;-2.13;-2.13
44;32.78;RSI oversold (<30) — hold ret_mean_90d_news;RSI oversold (<30);RSI(14) a entry < 30 (oversold). (mean: media aritmetica di tutti i valori O,H,L,C nel periodo, barre es. 5 min).;ret_mean_90d_news;mean;90;news;AMN;AMN|2024-02-28;AMN;AMN|2024-02-28;1;1;0.0;-2.13;-2.13;-2.13;;;-2.13;-2.13
43;32.78;RSI oversold + CEO/CFO — hold ret_mean_90d_news;RSI oversold + CEO/CFO;RSI < 30 e insider CEO/CFO. (mean: media aritmetica di tutti i valori O,H,L,C nel periodo, barre es. 5 min).;ret_mean_90d_news;mean;90;news;AMN;AMN|2024-02-28;AMN;AMN|2024-02-28;1;1;0.0;-2.13;-2.13;-2.13;;;-2.13;-2.13
42;32.78;RSI oversold + Value ≥100k — hold ret_mean_90d_news;RSI oversold + Value ≥100k;RSI oversold e acquisti ≥100k $. (mean: media aritmetica di tutti i valori O,H,L,C nel periodo, barre es. 5 min).;ret_mean_90d_news;mean;90;news;AMN;AMN|2024-02-28;AMN;AMN|2024-02-28;1;1;0.0;-2.13;-2.13;-2.13;;;-2.13;-2.13
33;41.81;Director — hold ret_low_1d_news;Director;Solo Director (può coesistere con altri ruoli).;ret_low_1d_news;low;1;news;AMN,AWR,MDV,NHI,NOVA,OVLY,STGW,WU;WU|2024-02-28,AMN|2024-02-28,AWR|2024-02-28,STGW|2024-02-28,OVLY|2024-02-28,NHI|2024-02-28,MDV|2024-02-28,NOVA|2024-02-28;AMN,AWR,MDV,NHI,NOVA,OVLY,STGW,WU;WU|2024-02-28,AMN|2024-02-28,AWR|2024-02-28,STGW|2024-02-28,OVLY|2024-02-28,NHI|2024-02-28,MDV|2024-02-28,NOVA|2024-02-28;8;8;12.5;-2.14;-2.02;-17.15;2.02;-1.06;-5.9;0.84
33;41.81;Director — hold ret_low_2d_news;Director;Solo Director (può coesistere con altri ruoli).;ret_low_2d_news;low;2;news;AMN,AWR,MDV,NHI,NOVA,OVLY,STGW,WU;WU|2024-02-28,AMN|2024-02-28,AWR|2024-02-28,STGW|2024-02-28,OVLY|2024-02-28,NHI|2024-02-28,MDV|2024-02-28,NOVA|2024-02-28;AMN,AWR,MDV,NHI,NOVA,OVLY,STGW,WU;WU|2024-02-28,AMN|2024-02-28,AWR|2024-02-28,STGW|2024-02-28,OVLY|2024-02-28,NHI|2024-02-28,MDV|2024-02-28,NOVA|2024-02-28;8;8;12.5;-2.14;-2.02;-17.15;2.02;-1.06;-5.9;0.84
40;33.74;Director only + Position +10% — hold ret_mean_10d_open;Director only + Position +10%;Solo Director e aumento posizione ≥10%. (mean: media aritmetica di tutti i valori O,H,L,C nel periodo, barre es. 5 min).;ret_mean_10d_open;mean;10;open;AWR,NOVA,OVLY,WU;WU|2024-02-28,AWR|2024-02-28,OVLY|2024-02-28,NOVA|2024-02-28;AWR,NOVA,OVLY,WU;WU|2024-02-28,AWR|2024-02-28,OVLY|2024-02-28,NOVA|2024-02-28;4;4;75.0;-2.15;0.3;-8.61;7.31;-0.29;-12.85;3.65
51;20.1;Position +30% — hold ret_mean_7d_news;Position +30%;Almeno un insider ha aumentato la posizione del 30% o più. (mean: media aritmetica di tutti i valori O,H,L,C nel periodo, barre es. 5 min).;ret_mean_7d_news;mean;7;news;AMN,AWR,NOVA;AMN|2024-02-28,AWR|2024-02-28,NOVA|2024-02-28;AMN,AWR,NOVA;AMN|2024-02-28,AWR|2024-02-28,NOVA|2024-02-28;3;3;0.0;-2.16;-0.68;-6.49;3.04;-0.71;-5.66;-0.15
14;65.45;Price > MA200 — hold ret_low_10d_news;Price > MA200;Prezzo entry sopra MA200 (trend lungo).;ret_low_10d_news;low;10;news;MDV,NHI,SPHR,WU;WU|2024-02-28,SPHR|2024-02-28,NHI|2024-02-28,MDV|2024-02-28;MDV,NHI,SPHR,WU;WU|2024-02-28,SPHR|2024-02-28,NHI|2024-02-28,MDV|2024-02-28;4;4;25.0;-2.16;-1.76;-8.65;3.58;-0.6;-6.57;1.43
14;65.45;Price > MA200 — hold ret_low_14d_news;Price > MA200;Prezzo entry sopra MA200 (trend lungo).;ret_low_14d_news;low;14;news;MDV,NHI,SPHR,WU;WU|2024-02-28,SPHR|2024-02-28,NHI|2024-02-28,MDV|2024-02-28;MDV,NHI,SPHR,WU;WU|2024-02-28,SPHR|2024-02-28,NHI|2024-02-28,MDV|2024-02-28;4;4;25.0;-2.16;-1.76;-8.65;3.58;-0.6;-6.57;1.43
14;65.45;Price > MA200 — hold ret_low_30d_news;Price > MA200;Prezzo entry sopra MA200 (trend lungo).;ret_low_30d_news;low;30;news;MDV,NHI,SPHR,WU;WU|2024-02-28,SPHR|2024-02-28,NHI|2024-02-28,MDV|2024-02-28;MDV,NHI,SPHR,WU;WU|2024-02-28,SPHR|2024-02-28,NHI|2024-02-28,MDV|2024-02-28;4;4;25.0;-2.16;-1.76;-8.65;3.58;-0.6;-6.57;1.43
18;61.05;CEO/CFO + Value ≥100k — hold ret_mean_90d_news;CEO/CFO + Value ≥100k;CEO/CFO e valore totale ≥ 100k $. (mean: media aritmetica di tutti i valori O,H,L,C nel periodo, barre es. 5 min).;ret_mean_90d_news;mean;90;news;AMN,ENPH,SPHR;AMN|2024-02-28,SPHR|2024-02-28,ENPH|2024-02-28;AMN,ENPH,SPHR;AMN|2024-02-28,SPHR|2024-02-28,ENPH|2024-02-28;3;3;0.0;-2.18;-2.13;-6.55;0.94;-2.32;-3.15;-1.27
16;61.05;Large cap (≥750M) CEO/CFO — hold ret_mean_90d_news;Large cap (≥750M) CEO/CFO;Solo market cap ≥750M con insider CEO/CFO. Soglie testate: 250M, 500M, 750M, 1B, 2B, 3B, 5B, 10B, 20B, 50B. (mean: media aritmetica di tutti i valori O,H,L,C nel periodo, barre es. 5 min).;ret_mean_90d_news;mean;90;news;AMN,ENPH,SPHR;AMN|2024-02-28,SPHR|2024-02-28,ENPH|2024-02-28;AMN,ENPH,SPHR;AMN|2024-02-28,SPHR|2024-02-28,ENPH|2024-02-28;3;3;0.0;-2.18;-2.13;-6.55;0.94;-2.32;-3.15;-1.27
17;61.05;Large cap (≥1B) CEO/CFO — hold ret_mean_90d_news;Large cap (≥1B) CEO/CFO;Solo market cap ≥1B con insider CEO/CFO. Soglie testate: 250M, 500M, 750M, 1B, 2B, 3B, 5B, 10B, 20B, 50B. (mean: media aritmetica di tutti i valori O,H,L,C nel periodo, barre es. 5 min).;ret_mean_90d_news;mean;90;news;AMN,ENPH,SPHR;AMN|2024-02-28,SPHR|2024-02-28,ENPH|2024-02-28;AMN,ENPH,SPHR;AMN|2024-02-28,SPHR|2024-02-28,ENPH|2024-02-28;3;3;0.0;-2.18;-2.13;-6.55;0.94;-2.32;-3.15;-1.27
51;20.1;Position +30% — hold ret_low_1d_open;Position +30%;Almeno un insider ha aumentato la posizione del 30% o più.;ret_low_1d_open;low;1;open;AMN,AWR,NOVA;AMN|2024-02-28,AWR|2024-02-28,NOVA|2024-02-28;AMN,AWR,NOVA;AMN|2024-02-28,AWR|2024-02-28,NOVA|2024-02-28;3;3;0.0;-2.19;-2.27;-6.58;1.13;-1.95;-3.28;-1.03
51;20.1;Position +30% — hold ret_low_2d_open;Position +30%;Almeno un insider ha aumentato la posizione del 30% o più.;ret_low_2d_open;low;2;open;AMN,AWR,NOVA;AMN|2024-02-28,AWR|2024-02-28,NOVA|2024-02-28;AMN,AWR,NOVA;AMN|2024-02-28,AWR|2024-02-28,NOVA|2024-02-28;3;3;0.0;-2.19;-2.27;-6.58;1.13;-1.95;-3.28;-1.03
7;75.17;CEO only + Value ≥100k — hold ret_mean_90d_news;CEO only + Value ≥100k;CEO e valore totale acquisto ≥ 100k $. (mean: media aritmetica di tutti i valori O,H,L,C nel periodo, barre es. 5 min).;ret_mean_90d_news;mean;90;news;ENPH,SPHR;SPHR|2024-02-28,ENPH|2024-02-28;ENPH,SPHR;SPHR|2024-02-28,ENPH|2024-02-28;2;2;0.0;-2.21;-2.21;-4.42;1.33;-1.66;-3.15;-1.27
8;75.17;Price > MA50 + CEO/CFO — hold ret_mean_90d_news;Price > MA50 + CEO/CFO;Prezzo sopra MA50 e insider CEO/CFO. (mean: media aritmetica di tutti i valori O,H,L,C nel periodo, barre es. 5 min).;ret_mean_90d_news;mean;90;news;ENPH,SPHR;SPHR|2024-02-28,ENPH|2024-02-28;ENPH,SPHR;SPHR|2024-02-28,ENPH|2024-02-28;2;2;0.0;-2.21;-2.21;-4.42;1.33;-1.66;-3.15;-1.27
13;66.39;Mid cap (1B–10B) CEO/CFO — hold ret_low_1d_news;Mid cap (1B–10B) CEO/CFO;Solo mid cap (market cap tra 1B e 10B) con insider CEO/CFO.;ret_low_1d_news;low;1;news;AMN,SPHR;AMN|2024-02-28,SPHR|2024-02-28;AMN,SPHR;AMN|2024-02-28,SPHR|2024-02-28;2;2;50.0;-2.24;-2.24;-4.47;5.18;-0.43;-5.9;1.43
13;66.39;Mid cap (1B–10B) CEO/CFO — hold ret_low_2d_news;Mid cap (1B–10B) CEO/CFO;Solo mid cap (market cap tra 1B e 10B) con insider CEO/CFO.;ret_low_2d_news;low;2;news;AMN,SPHR;AMN|2024-02-28,SPHR|2024-02-28;AMN,SPHR;AMN|2024-02-28,SPHR|2024-02-28;2;2;50.0;-2.24;-2.24;-4.47;5.18;-0.43;-5.9;1.43
13;66.39;Mid cap (1B–10B) CEO/CFO — hold ret_low_3d_news;Mid cap (1B–10B) CEO/CFO;Solo mid cap (market cap tra 1B e 10B) con insider CEO/CFO.;ret_low_3d_news;low;3;news;AMN,SPHR;AMN|2024-02-28,SPHR|2024-02-28;AMN,SPHR;AMN|2024-02-28,SPHR|2024-02-28;2;2;50.0;-2.24;-2.24;-4.47;5.18;-0.43;-5.9;1.43
13;66.39;Mid cap (1B–10B) CEO/CFO — hold ret_low_5d_news;Mid cap (1B–10B) CEO/CFO;Solo mid cap (market cap tra 1B e 10B) con insider CEO/CFO.;ret_low_5d_news;low;5;news;AMN,SPHR;AMN|2024-02-28,SPHR|2024-02-28;AMN,SPHR;AMN|2024-02-28,SPHR|2024-02-28;2;2;50.0;-2.24;-2.24;-4.47;5.18;-0.43;-5.9;1.43
13;66.39;Mid cap (1B–10B) CEO/CFO — hold ret_low_7d_news;Mid cap (1B–10B) CEO/CFO;Solo mid cap (market cap tra 1B e 10B) con insider CEO/CFO.;ret_low_7d_news;low;7;news;AMN,SPHR;AMN|2024-02-28,SPHR|2024-02-28;AMN,SPHR;AMN|2024-02-28,SPHR|2024-02-28;2;2;50.0;-2.24;-2.24;-4.47;5.18;-0.43;-5.9;1.43
13;66.39;Mid cap (1B–10B) CEO/CFO — hold ret_low_10d_news;Mid cap (1B–10B) CEO/CFO;Solo mid cap (market cap tra 1B e 10B) con insider CEO/CFO.;ret_low_10d_news;low;10;news;AMN,SPHR;AMN|2024-02-28,SPHR|2024-02-28;AMN,SPHR;AMN|2024-02-28,SPHR|2024-02-28;2;2;50.0;-2.24;-2.24;-4.47;5.18;-0.43;-5.9;1.43
13;66.39;Mid cap (1B–10B) CEO/CFO — hold ret_low_14d_news;Mid cap (1B–10B) CEO/CFO;Solo mid cap (market cap tra 1B e 10B) con insider CEO/CFO.;ret_low_14d_news;low;14;news;AMN,SPHR;AMN|2024-02-28,SPHR|2024-02-28;AMN,SPHR;AMN|2024-02-28,SPHR|2024-02-28;2;2;50.0;-2.24;-2.24;-4.47;5.18;-0.43;-5.9;1.43
13;66.39;Mid cap (1B–10B) CEO/CFO — hold ret_low_30d_news;Mid cap (1B–10B) CEO/CFO;Solo mid cap (market cap tra 1B e 10B) con insider CEO/CFO.;ret_low_30d_news;low;30;news;AMN,SPHR;AMN|2024-02-28,SPHR|2024-02-28;AMN,SPHR;AMN|2024-02-28,SPHR|2024-02-28;2;2;50.0;-2.24;-2.24;-4.47;5.18;-0.43;-5.9;1.43
36;36.54;Director only (no C-level) — hold ret_mean_30d_open;Director only (no C-level);Solo Director, nessun CEO/CFO nello stesso cluster. (mean: media aritmetica di tutti i valori O,H,L,C nel periodo, barre es. 5 min).;ret_mean_30d_open;mean;30;open;AWR,MDV,NHI,NOVA,OVLY,WU;WU|2024-02-28,AWR|2024-02-28,OVLY|2024-02-28,NHI|2024-02-28,MDV|2024-02-28,NOVA|2024-02-28;AWR,MDV,NHI,NOVA,OVLY,WU;WU|2024-02-28,AWR|2024-02-28,OVLY|2024-02-28,NHI|2024-02-28,MDV|2024-02-28,NOVA|2024-02-28;6;6;50.0;-2.26;0.23;-13.55;8.93;-0.25;-19.99;4.06
36;36.54;Director only (no C-level) — hold ret_mean_14d_open;Director only (no C-level);Solo Director, nessun CEO/CFO nello stesso cluster. (mean: media aritmetica di tutti i valori O,H,L,C nel periodo, barre es. 5 min).;ret_mean_14d_open;mean;14;open;AWR,MDV,NHI,NOVA,OVLY,WU;WU|2024-02-28,AWR|2024-02-28,OVLY|2024-02-28,NHI|2024-02-28,MDV|2024-02-28,NOVA|2024-02-28;AWR,MDV,NHI,NOVA,OVLY,WU;WU|2024-02-28,AWR|2024-02-28,OVLY|2024-02-28,NHI|2024-02-28,MDV|2024-02-28,NOVA|2024-02-28;6;6;33.3;-2.4;-0.09;-14.42;8.07;-0.3;-18.64;3.14
38;34.53;Price < MA50 — hold ret_mean_60d_news;Price < MA50;Prezzo entry sotto MA50. (mean: media aritmetica di tutti i valori O,H,L,C nel periodo, barre es. 5 min).;ret_mean_60d_news;mean;60;news;AMN,AWR,NOVA,OVLY,STGW;AMN|2024-02-28,AWR|2024-02-28,STGW|2024-02-28,OVLY|2024-02-28,NOVA|2024-02-28;AMN,AWR,NOVA,OVLY,STGW;AMN|2024-02-28,AWR|2024-02-28,STGW|2024-02-28,OVLY|2024-02-28,NOVA|2024-02-28;5;5;60.0;-2.47;0.21;-12.35;16.06;-0.15;-28.39;15.95
49;32.78;CFO only — hold ret_high_1d_news;CFO only;Solo cluster dove chi compra include CFO.;ret_high_1d_news;high;1;news;AMN;AMN|2024-02-28;AMN;AMN|2024-02-28;1;1;0.0;-2.48;-2.48;-2.48;;;-2.48;-2.48
48;32.78;CFO + Director (combo) — hold ret_high_1d_news;CFO + Director (combo);Cluster con almeno CFO e Director.;ret_high_1d_news;high;1;news;AMN;AMN|2024-02-28;AMN;AMN|2024-02-28;1;1;0.0;-2.48;-2.48;-2.48;;;-2.48;-2.48
41;32.78;CFO only + Value ≥50k — hold ret_high_1d_news;CFO only + Value ≥50k;CFO e valore totale ≥ 50k $.;ret_high_1d_news;high;1;news;AMN;AMN|2024-02-28;AMN;AMN|2024-02-28;1;1;0.0;-2.48;-2.48;-2.48;;;-2.48;-2.48
45;32.78;CFO only + Value ≥100k — hold ret_high_1d_news;CFO only + Value ≥100k;CFO e valore totale ≥ 100k $.;ret_high_1d_news;high;1;news;AMN;AMN|2024-02-28;AMN;AMN|2024-02-28;1;1;0.0;-2.48;-2.48;-2.48;;;-2.48;-2.48
47;32.78;CFO only + Position +10% — hold ret_high_1d_news;CFO only + Position +10%;CFO e aumento posizione ≥10%.;ret_high_1d_news;high;1;news;AMN;AMN|2024-02-28;AMN;AMN|2024-02-28;1;1;0.0;-2.48;-2.48;-2.48;;;-2.48;-2.48
46;32.78;CFO only + Position +20% — hold ret_high_1d_news;CFO only + Position +20%;CFO e aumento posizione ≥20%.;ret_high_1d_news;high;1;news;AMN;AMN|2024-02-28;AMN;AMN|2024-02-28;1;1;0.0;-2.48;-2.48;-2.48;;;-2.48;-2.48
44;32.78;RSI oversold (<30) — hold ret_high_1d_news;RSI oversold (<30);RSI(14) a entry < 30 (oversold).;ret_high_1d_news;high;1;news;AMN;AMN|2024-02-28;AMN;AMN|2024-02-28;1;1;0.0;-2.48;-2.48;-2.48;;;-2.48;-2.48
43;32.78;RSI oversold + CEO/CFO — hold ret_high_1d_news;RSI oversold + CEO/CFO;RSI < 30 e insider CEO/CFO.;ret_high_1d_news;high;1;news;AMN;AMN|2024-02-28;AMN;AMN|2024-02-28;1;1;0.0;-2.48;-2.48;-2.48;;;-2.48;-2.48
42;32.78;RSI oversold + Value ≥100k — hold ret_high_1d_news;RSI oversold + Value ≥100k;RSI oversold e acquisti ≥100k $.;ret_high_1d_news;high;1;news;AMN;AMN|2024-02-28;AMN;AMN|2024-02-28;1;1;0.0;-2.48;-2.48;-2.48;;;-2.48;-2.48
34;41.56;Large cap (≥2B) CEO/CFO — hold ret_mean_90d_open;Large cap (≥2B) CEO/CFO;Solo market cap ≥2B con insider CEO/CFO. Soglie testate: 250M, 500M, 750M, 1B, 2B, 3B, 5B, 10B, 20B, 50B. (mean: media aritmetica di tutti i valori O,H,L,C nel periodo, barre es. 5 min).;ret_mean_90d_open;mean;90;open;AMN,ENPH;AMN|2024-02-28,ENPH|2024-02-28;AMN,ENPH;AMN|2024-02-28,ENPH|2024-02-28;2;2;50.0;-2.53;-2.53;-5.05;4.42;-0.57;-5.65;0.6
22;53.36;RSI overbought (>70) — hold ret_low_10d_open;RSI overbought (>70);RSI(14) a entry > 70.;ret_low_10d_open;low;10;open;NHI,WU;WU|2024-02-28,NHI|2024-02-28;NHI,WU;WU|2024-02-28,NHI|2024-02-28;2;2;0.0;-2.54;-2.54;-5.09;2.37;-1.07;-4.22;-0.87
22;53.36;RSI overbought (>70) — hold ret_low_14d_open;RSI overbought (>70);RSI(14) a entry > 70.;ret_low_14d_open;low;14;open;NHI,WU;WU|2024-02-28,NHI|2024-02-28;NHI,WU;WU|2024-02-28,NHI|2024-02-28;2;2;0.0;-2.54;-2.54;-5.09;2.37;-1.07;-4.22;-0.87
22;53.36;RSI overbought (>70) — hold ret_low_30d_open;RSI overbought (>70);RSI(14) a entry > 70.;ret_low_30d_open;low;30;open;NHI,WU;WU|2024-02-28,NHI|2024-02-28;NHI,WU;WU|2024-02-28,NHI|2024-02-28;2;2;0.0;-2.54;-2.54;-5.09;2.37;-1.07;-4.22;-0.87
38;34.53;Price < MA50 — hold ret_low_1d_news;Price < MA50;Prezzo entry sotto MA50.;ret_low_1d_news;low;1;news;AMN,AWR,NOVA,OVLY,STGW;AMN|2024-02-28,AWR|2024-02-28,STGW|2024-02-28,OVLY|2024-02-28,NOVA|2024-02-28;AMN,AWR,NOVA,OVLY,STGW;AMN|2024-02-28,AWR|2024-02-28,STGW|2024-02-28,OVLY|2024-02-28,NOVA|2024-02-28;5;5;0.0;-2.55;-2.1;-12.73;2.05;-1.24;-5.9;-0.3
38;34.53;Price < MA50 — hold ret_low_2d_news;Price < MA50;Prezzo entry sotto MA50.;ret_low_2d_news;low;2;news;AMN,AWR,NOVA,OVLY,STGW;AMN|2024-02-28,AWR|2024-02-28,STGW|2024-02-28,OVLY|2024-02-28,NOVA|2024-02-28;AMN,AWR,NOVA,OVLY,STGW;AMN|2024-02-28,AWR|2024-02-28,STGW|2024-02-28,OVLY|2024-02-28,NOVA|2024-02-28;5;5;0.0;-2.55;-2.1;-12.73;2.05;-1.24;-5.9;-0.3
18;61.05;CEO/CFO + Value ≥100k — hold ret_mean_90d_open;CEO/CFO + Value ≥100k;CEO/CFO e valore totale ≥ 100k $. (mean: media aritmetica di tutti i valori O,H,L,C nel periodo, barre es. 5 min).;ret_mean_90d_open;mean;90;open;AMN,ENPH,SPHR;AMN|2024-02-28,SPHR|2024-02-28,ENPH|2024-02-28;AMN,ENPH,SPHR;AMN|2024-02-28,SPHR|2024-02-28,ENPH|2024-02-28;3;3;33.3;-2.57;-2.66;-7.71;3.13;-0.82;-5.65;0.6
