Ranking;Score;Strategia;Base_name;Descrizione;Hold;Metric_kind;Horizon_days;Entry_kind;Tickers_used;Clusters_used;Tickers_used_N;Clusters_used_N;N;N_filter;Win_rate_%;Avg_ret_%;Median_ret_%;Total_ret_%;Std_%;Sharpe;Min_%;Max_%
29;41.56;Large cap (≥2B) CEO/CFO — hold ret_mean_5d_open;Large cap (≥2B) CEO/CFO;Solo market cap ≥2B con insider CEO/CFO. Soglie testate: 250M, 500M, 750M, 1B, 2B, 3B, 5B, 10B, 20B, 50B. (mean: media aritmetica di tutti i valori O,H,L,C nel periodo, barre es. 5 min).;ret_mean_5d_open;mean;5;open;AMN,ENPH;AMN|2024-02-28,ENPH|2024-02-28;AMN,ENPH;AMN|2024-02-28,ENPH|2024-02-28;2;2;100.0;1.5;1.5;3.01;1.03;1.47;0.78;2.23
29;41.56;Large cap (≥2B) CEO/CFO — hold ret_mean_5d_news;Large cap (≥2B) CEO/CFO;Solo market cap ≥2B con insider CEO/CFO. Soglie testate: 250M, 500M, 750M, 1B, 2B, 3B, 5B, 10B, 20B, 50B. (mean: media aritmetica di tutti i valori O,H,L,C nel periodo, barre es. 5 min).;ret_mean_5d_news;mean;5;news;AMN,ENPH;AMN|2024-02-28,ENPH|2024-02-28;AMN,ENPH;AMN|2024-02-28,ENPH|2024-02-28;2;2;50.0;1.5;1.5;2.99;4.89;0.31;-1.96;4.95
30;40.48;Value ≥500k — hold ret_mean_1d_news;Value ≥500k;Valore totale acquisto ≥ 500k $. (mean: media aritmetica di tutti i valori O,H,L,C nel periodo, barre es. 5 min).;ret_mean_1d_news;mean;1;news;AMN,NHI,NOVA,SPHR;AMN|2024-02-28,SPHR|2024-02-28,NHI|2024-02-28,NOVA|2024-02-28;AMN,NHI,NOVA,SPHR;AMN|2024-02-28,SPHR|2024-02-28,NHI|2024-02-28,NOVA|2024-02-28;4;4;50.0;1.49;1.82;5.97;4.72;0.32;-3.6;5.93
2;100.0;CEO only + Value ≥500k — hold ret_low_1d_news;CEO only + Value ≥500k;CEO e valore totale ≥ 500k $.;ret_low_1d_news;low;1;news;SPHR;SPHR|2024-02-28;SPHR;SPHR|2024-02-28;1;1;100.0;1.43;1.43;1.43;;;1.43;1.43
1;100.0;CEO only + Position +10% — hold ret_low_1d_news;CEO only + Position +10%;CEO e aumento posizione ≥10%.;ret_low_1d_news;low;1;news;SPHR;SPHR|2024-02-28;SPHR;SPHR|2024-02-28;1;1;100.0;1.43;1.43;1.43;;;1.43;1.43
2;100.0;CEO only + Value ≥500k — hold ret_low_2d_news;CEO only + Value ≥500k;CEO e valore totale ≥ 500k $.;ret_low_2d_news;low;2;news;SPHR;SPHR|2024-02-28;SPHR;SPHR|2024-02-28;1;1;100.0;1.43;1.43;1.43;;;1.43;1.43
1;100.0;CEO only + Position +10% — hold ret_low_2d_news;CEO only + Position +10%;CEO e aumento posizione ≥10%.;ret_low_2d_news;low;2;news;SPHR;SPHR|2024-02-28;SPHR;SPHR|2024-02-28;1;1;100.0;1.43;1.43;1.43;;;1.43;1.43
32;35.58;Director only + Value ≥100k — hold ret_mean_2d_open;Director only + Value ≥100k;Solo Director (no C-level) e valore ≥ 100k $. (mean: media aritmetica di tutti i valori O,H,L,C nel periodo, barre es. 5 min).;ret_mean_2d_open;mean;2;open;NHI,NOVA,WU;WU|2024-02-28,NHI|2024-02-28,NOVA|2024-02-28;NHI,NOVA,WU;WU|2024-02-28,NHI|2024-02-28,NOVA|2024-02-28;3;3;66.7;1.43;1.81;4.29;3.34;0.43;-2.08;4.56
2;100.0;CEO only + Value ≥500k — hold ret_low_3d_news;CEO only + Value ≥500k;CEO e valore totale ≥ 500k $.;ret_low_3d_news;low;3;news;SPHR;SPHR|2024-02-28;SPHR;SPHR|2024-02-28;1;1;100.0;1.43;1.43;1.43;;;1.43;1.43
1;100.0;CEO only + Position +10% — hold ret_low_3d_news;CEO only + Position +10%;CEO e aumento posizione ≥10%.;ret_low_3d_news;low;3;news;SPHR;SPHR|2024-02-28;SPHR;SPHR|2024-02-28;1;1;100.0;1.43;1.43;1.43;;;1.43;1.43
2;100.0;CEO only + Value ≥500k — hold ret_low_5d_news;CEO only + Value ≥500k;CEO e valore totale ≥ 500k $.;ret_low_5d_news;low;5;news;SPHR;SPHR|2024-02-28;SPHR;SPHR|2024-02-28;1;1;100.0;1.43;1.43;1.43;;;1.43;1.43
1;100.0;CEO only + Position +10% — hold ret_low_5d_news;CEO only + Position +10%;CEO e aumento posizione ≥10%.;ret_low_5d_news;low;5;news;SPHR;SPHR|2024-02-28;SPHR;SPHR|2024-02-28;1;1;100.0;1.43;1.43;1.43;;;1.43;1.43
2;100.0;CEO only + Value ≥500k — hold ret_low_7d_news;CEO only + Value ≥500k;CEO e valore totale ≥ 500k $.;ret_low_7d_news;low;7;news;SPHR;SPHR|2024-02-28;SPHR;SPHR|2024-02-28;1;1;100.0;1.43;1.43;1.43;;;1.43;1.43
1;100.0;CEO only + Position +10% — hold ret_low_7d_news;CEO only + Position +10%;CEO e aumento posizione ≥10%.;ret_low_7d_news;low;7;news;SPHR;SPHR|2024-02-28;SPHR;SPHR|2024-02-28;1;1;100.0;1.43;1.43;1.43;;;1.43;1.43
2;100.0;CEO only + Value ≥500k — hold ret_low_10d_news;CEO only + Value ≥500k;CEO e valore totale ≥ 500k $.;ret_low_10d_news;low;10;news;SPHR;SPHR|2024-02-28;SPHR;SPHR|2024-02-28;1;1;100.0;1.43;1.43;1.43;;;1.43;1.43
1;100.0;CEO only + Position +10% — hold ret_low_10d_news;CEO only + Position +10%;CEO e aumento posizione ≥10%.;ret_low_10d_news;low;10;news;SPHR;SPHR|2024-02-28;SPHR;SPHR|2024-02-28;1;1;100.0;1.43;1.43;1.43;;;1.43;1.43
2;100.0;CEO only + Value ≥500k — hold ret_low_14d_news;CEO only + Value ≥500k;CEO e valore totale ≥ 500k $.;ret_low_14d_news;low;14;news;SPHR;SPHR|2024-02-28;SPHR;SPHR|2024-02-28;1;1;100.0;1.43;1.43;1.43;;;1.43;1.43
1;100.0;CEO only + Position +10% — hold ret_low_14d_news;CEO only + Position +10%;CEO e aumento posizione ≥10%.;ret_low_14d_news;low;14;news;SPHR;SPHR|2024-02-28;SPHR;SPHR|2024-02-28;1;1;100.0;1.43;1.43;1.43;;;1.43;1.43
2;100.0;CEO only + Value ≥500k — hold ret_low_30d_news;CEO only + Value ≥500k;CEO e valore totale ≥ 500k $.;ret_low_30d_news;low;30;news;SPHR;SPHR|2024-02-28;SPHR;SPHR|2024-02-28;1;1;100.0;1.43;1.43;1.43;;;1.43;1.43
1;100.0;CEO only + Position +10% — hold ret_low_30d_news;CEO only + Position +10%;CEO e aumento posizione ≥10%.;ret_low_30d_news;low;30;news;SPHR;SPHR|2024-02-28;SPHR;SPHR|2024-02-28;1;1;100.0;1.43;1.43;1.43;;;1.43;1.43
33;34.48;Position +20% — hold ret_mean_2d_open;Position +20%;Almeno un insider ha aumentato la posizione del 20% o più. (mean: media aritmetica di tutti i valori O,H,L,C nel periodo, barre es. 5 min).;ret_mean_2d_open;mean;2;open;AMN,AWR,NOVA,WU;WU|2024-02-28,AMN|2024-02-28,AWR|2024-02-28,NOVA|2024-02-28;AMN,AWR,NOVA,WU;WU|2024-02-28,AMN|2024-02-28,AWR|2024-02-28,NOVA|2024-02-28;4;4;50.0;1.42;0.75;5.68;2.33;0.61;-0.38;4.56
15;59.88;Mid cap (1B–10B) Value ≥100k — hold ret_mean_2d_news;Mid cap (1B–10B) Value ≥100k;Mid cap (1B–10B) con acquisti di valore ≥100k $. (mean: media aritmetica di tutti i valori O,H,L,C nel periodo, barre es. 5 min).;ret_mean_2d_news;mean;2;news;AMN,NHI,SPHR,WU;WU|2024-02-28,AMN|2024-02-28,SPHR|2024-02-28,NHI|2024-02-28;AMN,NHI,SPHR,WU;WU|2024-02-28,AMN|2024-02-28,SPHR|2024-02-28,NHI|2024-02-28;4;4;50.0;1.42;0.68;5.7;4.67;0.31;-3.09;7.43
26;47.75;Value ≥50k — hold ret_mean_1d_open;Value ≥50k;Valore totale acquisto ≥ 50k $. (mean: media aritmetica di tutti i valori O,H,L,C nel periodo, barre es. 5 min).;ret_mean_1d_open;mean;1;open;AMN,AWR,ENPH,NHI,NOVA,OVLY,SPHR,STGW,WU;WU|2024-02-28,AMN|2024-02-28,SPHR|2024-02-28,AWR|2024-02-28,STGW|2024-02-28,OVLY|2024-02-28,NHI|2024-02-28,ENPH|2024-02-28,NOVA|2024-02-28;AMN,AWR,ENPH,NHI,NOVA,OVLY,SPHR,STGW,WU;WU|2024-02-28,AMN|2024-02-28,SPHR|2024-02-28,AWR|2024-02-28,STGW|2024-02-28,OVLY|2024-02-28,NHI|2024-02-28,ENPH|2024-02-28,NOVA|2024-02-28;9;9;66.7;1.41;1.05;12.71;2.36;0.6;-2.18;5.15
30;40.48;Value ≥500k — hold ret_mean_1d_open;Value ≥500k;Valore totale acquisto ≥ 500k $. (mean: media aritmetica di tutti i valori O,H,L,C nel periodo, barre es. 5 min).;ret_mean_1d_open;mean;1;open;AMN,NHI,NOVA,SPHR;AMN|2024-02-28,SPHR|2024-02-28,NHI|2024-02-28,NOVA|2024-02-28;AMN,NHI,NOVA,SPHR;AMN|2024-02-28,SPHR|2024-02-28,NHI|2024-02-28,NOVA|2024-02-28;4;4;50.0;1.41;1.33;5.63;3.51;0.4;-2.18;5.15
23;48.48;Tutti — hold ret_mean_1d_open;Tutti;Tutti i cluster SEC P, nessun filtro. (mean: media aritmetica di tutti i valori O,H,L,C nel periodo, barre es. 5 min).;ret_mean_1d_open;mean;1;open;AMN,AWR,ENPH,MDV,NHI,NOVA,OVLY,SPHR,STGW,WU;WU|2024-02-28,AMN|2024-02-28,SPHR|2024-02-28,AWR|2024-02-28,STGW|2024-02-28,OVLY|2024-02-28,NHI|2024-02-28,ENPH|2024-02-28,MDV|2024-02-28,NOVA|2024-02-28;AMN,AWR,ENPH,MDV,NHI,NOVA,OVLY,SPHR,STGW,WU;WU|2024-02-28,AMN|2024-02-28,SPHR|2024-02-28,AWR|2024-02-28,STGW|2024-02-28,OVLY|2024-02-28,NHI|2024-02-28,ENPH|2024-02-28,MDV|2024-02-28,NOVA|2024-02-28;10;10;70.0;1.4;1.19;14.03;2.22;0.63;-2.18;5.15
34;33.74;Director only + Position +10% — hold ret_mean_3d_open;Director only + Position +10%;Solo Director e aumento posizione ≥10%. (mean: media aritmetica di tutti i valori O,H,L,C nel periodo, barre es. 5 min).;ret_mean_3d_open;mean;3;open;AWR,NOVA,OVLY,WU;WU|2024-02-28,AWR|2024-02-28,OVLY|2024-02-28,NOVA|2024-02-28;AWR,NOVA,OVLY,WU;WU|2024-02-28,AWR|2024-02-28,OVLY|2024-02-28,NOVA|2024-02-28;4;4;75.0;1.4;1.73;5.58;1.2;1.16;-0.24;2.37
28;41.81;Director — hold ret_mean_2d_open;Director;Solo Director (può coesistere con altri ruoli). (mean: media aritmetica di tutti i valori O,H,L,C nel periodo, barre es. 5 min).;ret_mean_2d_open;mean;2;open;AMN,AWR,MDV,NHI,NOVA,OVLY,STGW,WU;WU|2024-02-28,AMN|2024-02-28,AWR|2024-02-28,STGW|2024-02-28,OVLY|2024-02-28,NHI|2024-02-28,MDV|2024-02-28,NOVA|2024-02-28;AMN,AWR,MDV,NHI,NOVA,OVLY,STGW,WU;WU|2024-02-28,AMN|2024-02-28,AWR|2024-02-28,STGW|2024-02-28,OVLY|2024-02-28,NHI|2024-02-28,MDV|2024-02-28,NOVA|2024-02-28;8;8;62.5;1.36;1.56;10.85;2.26;0.6;-2.08;4.56
23;48.48;Tutti — hold ret_mean_10d_open;Tutti;Tutti i cluster SEC P, nessun filtro. (mean: media aritmetica di tutti i valori O,H,L,C nel periodo, barre es. 5 min).;ret_mean_10d_open;mean;10;open;AMN,AWR,ENPH,MDV,NHI,NOVA,OVLY,SPHR,STGW,WU;WU|2024-02-28,AMN|2024-02-28,SPHR|2024-02-28,AWR|2024-02-28,STGW|2024-02-28,OVLY|2024-02-28,NHI|2024-02-28,ENPH|2024-02-28,MDV|2024-02-28,NOVA|2024-02-28;AMN,AWR,ENPH,MDV,NHI,NOVA,OVLY,SPHR,STGW,WU;WU|2024-02-28,AMN|2024-02-28,SPHR|2024-02-28,AWR|2024-02-28,STGW|2024-02-28,OVLY|2024-02-28,NHI|2024-02-28,ENPH|2024-02-28,MDV|2024-02-28,NOVA|2024-02-28;10;10;70.0;1.35;0.79;13.52;6.57;0.21;-12.85;13.07
31;36.54;Director only (no C-level) — hold ret_mean_1d_news;Director only (no C-level);Solo Director, nessun CEO/CFO nello stesso cluster. (mean: media aritmetica di tutti i valori O,H,L,C nel periodo, barre es. 5 min).;ret_mean_1d_news;mean;1;news;AWR,MDV,NHI,NOVA,OVLY,WU;WU|2024-02-28,AWR|2024-02-28,OVLY|2024-02-28,NHI|2024-02-28,MDV|2024-02-28,NOVA|2024-02-28;AWR,MDV,NHI,NOVA,OVLY,WU;WU|2024-02-28,AWR|2024-02-28,OVLY|2024-02-28,NHI|2024-02-28,MDV|2024-02-28,NOVA|2024-02-28;6;6;66.7;1.34;1.13;8.01;2.57;0.52;-1.41;5.93
32;35.58;Director only + Value ≥100k — hold ret_mean_1d_open;Director only + Value ≥100k;Solo Director (no C-level) e valore ≥ 100k $. (mean: media aritmetica di tutti i valori O,H,L,C nel periodo, barre es. 5 min).;ret_mean_1d_open;mean;1;open;NHI,NOVA,WU;WU|2024-02-28,NHI|2024-02-28,NOVA|2024-02-28;NHI,NOVA,WU;WU|2024-02-28,NHI|2024-02-28,NOVA|2024-02-28;3;3;66.7;1.34;1.05;4.02;3.67;0.36;-2.18;5.15
11;66.39;Mid cap (1B–10B) CEO/CFO — hold ret_mean_1d_open;Mid cap (1B–10B) CEO/CFO;Solo mid cap (market cap tra 1B e 10B) con insider CEO/CFO. (mean: media aritmetica di tutti i valori O,H,L,C nel periodo, barre es. 5 min).;ret_mean_1d_open;mean;1;open;AMN,SPHR;AMN|2024-02-28,SPHR|2024-02-28;AMN,SPHR;AMN|2024-02-28,SPHR|2024-02-28;2;2;50.0;1.33;1.33;2.66;3.17;0.42;-0.91;3.57
15;59.88;Mid cap (1B–10B) Value ≥100k — hold ret_mean_2d_open;Mid cap (1B–10B) Value ≥100k;Mid cap (1B–10B) con acquisti di valore ≥100k $. (mean: media aritmetica di tutti i valori O,H,L,C nel periodo, barre es. 5 min).;ret_mean_2d_open;mean;2;open;AMN,NHI,SPHR,WU;WU|2024-02-28,AMN|2024-02-28,SPHR|2024-02-28,NHI|2024-02-28;AMN,NHI,SPHR,WU;WU|2024-02-28,AMN|2024-02-28,SPHR|2024-02-28,NHI|2024-02-28;4;4;50.0;1.32;0.72;5.27;3.46;0.38;-2.08;5.92
37;32.78;CFO only — hold ret_mean_14d_news;CFO only;Solo cluster dove chi compra include CFO. (mean: media aritmetica di tutti i valori O,H,L,C nel periodo, barre es. 5 min).;ret_mean_14d_news;mean;14;news;AMN;AMN|2024-02-28;AMN;AMN|2024-02-28;1;1;100.0;1.32;1.32;1.32;;;1.32;1.32
35;32.78;CFO + Director (combo) — hold ret_mean_14d_news;CFO + Director (combo);Cluster con almeno CFO e Director. (mean: media aritmetica di tutti i valori O,H,L,C nel periodo, barre es. 5 min).;ret_mean_14d_news;mean;14;news;AMN;AMN|2024-02-28;AMN;AMN|2024-02-28;1;1;100.0;1.32;1.32;1.32;;;1.32;1.32
38;32.78;CFO only + Value ≥50k — hold ret_mean_14d_news;CFO only + Value ≥50k;CFO e valore totale ≥ 50k $. (mean: media aritmetica di tutti i valori O,H,L,C nel periodo, barre es. 5 min).;ret_mean_14d_news;mean;14;news;AMN;AMN|2024-02-28;AMN;AMN|2024-02-28;1;1;100.0;1.32;1.32;1.32;;;1.32;1.32
36;32.78;CFO only + Value ≥100k — hold ret_mean_14d_news;CFO only + Value ≥100k;CFO e valore totale ≥ 100k $. (mean: media aritmetica di tutti i valori O,H,L,C nel periodo, barre es. 5 min).;ret_mean_14d_news;mean;14;news;AMN;AMN|2024-02-28;AMN;AMN|2024-02-28;1;1;100.0;1.32;1.32;1.32;;;1.32;1.32
39;32.78;CFO only + Position +10% — hold ret_mean_14d_news;CFO only + Position +10%;CFO e aumento posizione ≥10%. (mean: media aritmetica di tutti i valori O,H,L,C nel periodo, barre es. 5 min).;ret_mean_14d_news;mean;14;news;AMN;AMN|2024-02-28;AMN;AMN|2024-02-28;1;1;100.0;1.32;1.32;1.32;;;1.32;1.32
40;32.78;CFO only + Position +20% — hold ret_mean_14d_news;CFO only + Position +20%;CFO e aumento posizione ≥20%. (mean: media aritmetica di tutti i valori O,H,L,C nel periodo, barre es. 5 min).;ret_mean_14d_news;mean;14;news;AMN;AMN|2024-02-28;AMN;AMN|2024-02-28;1;1;100.0;1.32;1.32;1.32;;;1.32;1.32
41;20.1;Position +30% — hold ret_mean_2d_open;Position +30%;Almeno un insider ha aumentato la posizione del 30% o più. (mean: media aritmetica di tutti i valori O,H,L,C nel periodo, barre es. 5 min).;ret_mean_2d_open;mean;2;open;AMN,AWR,NOVA;AMN|2024-02-28,AWR|2024-02-28,NOVA|2024-02-28;AMN,AWR,NOVA;AMN|2024-02-28,AWR|2024-02-28,NOVA|2024-02-28;3;3;33.3;1.29;-0.31;3.87;2.83;0.46;-0.38;4.56
41;20.1;Position +30% — hold ret_mean_1d_open;Position +30%;Almeno un insider ha aumentato la posizione del 30% o più. (mean: media aritmetica di tutti i valori O,H,L,C nel periodo, barre es. 5 min).;ret_mean_1d_open;mean;1;open;AMN,AWR,NOVA;AMN|2024-02-28,AWR|2024-02-28,NOVA|2024-02-28;AMN,AWR,NOVA;AMN|2024-02-28,AWR|2024-02-28,NOVA|2024-02-28;3;3;33.3;1.27;-0.44;3.8;3.37;0.38;-0.91;5.15
23;48.48;Tutti — hold ret_mean_30d_news;Tutti;Tutti i cluster SEC P, nessun filtro. (mean: media aritmetica di tutti i valori O,H,L,C nel periodo, barre es. 5 min).;ret_mean_30d_news;mean;30;news;AMN,AWR,ENPH,MDV,NHI,NOVA,OVLY,SPHR,STGW,WU;WU|2024-02-28,AMN|2024-02-28,SPHR|2024-02-28,AWR|2024-02-28,STGW|2024-02-28,OVLY|2024-02-28,NHI|2024-02-28,ENPH|2024-02-28,MDV|2024-02-28,NOVA|2024-02-28;AMN,AWR,ENPH,MDV,NHI,NOVA,OVLY,SPHR,STGW,WU;WU|2024-02-28,AMN|2024-02-28,SPHR|2024-02-28,AWR|2024-02-28,STGW|2024-02-28,OVLY|2024-02-28,NHI|2024-02-28,ENPH|2024-02-28,MDV|2024-02-28,NOVA|2024-02-28;10;10;60.0;1.25;2.29;12.48;8.69;0.14;-19.4;13.57
22;50.0;Qty ≥50k shares — hold ret_mean_10d_news;Qty ≥50k shares;Almeno 50k azioni acquistate. (mean: media aritmetica di tutti i valori O,H,L,C nel periodo, barre es. 5 min).;ret_mean_10d_news;mean;10;news;NOVA,SPHR;SPHR|2024-02-28,NOVA|2024-02-28;NOVA,SPHR;SPHR|2024-02-28,NOVA|2024-02-28;2;2;50.0;1.23;1.23;2.47;19.01;0.06;-12.21;14.68
21;50.0;Value ≥1M — hold ret_mean_10d_news;Value ≥1M;Valore totale acquisto ≥ 1M $. (mean: media aritmetica di tutti i valori O,H,L,C nel periodo, barre es. 5 min).;ret_mean_10d_news;mean;10;news;NOVA,SPHR;SPHR|2024-02-28,NOVA|2024-02-28;NOVA,SPHR;SPHR|2024-02-28,NOVA|2024-02-28;2;2;50.0;1.23;1.23;2.47;19.01;0.06;-12.21;14.68
33;34.48;Position +20% — hold ret_mean_1d_open;Position +20%;Almeno un insider ha aumentato la posizione del 20% o più. (mean: media aritmetica di tutti i valori O,H,L,C nel periodo, barre es. 5 min).;ret_mean_1d_open;mean;1;open;AMN,AWR,NOVA,WU;WU|2024-02-28,AMN|2024-02-28,AWR|2024-02-28,NOVA|2024-02-28;AMN,AWR,NOVA,WU;WU|2024-02-28,AMN|2024-02-28,AWR|2024-02-28,NOVA|2024-02-28;4;4;50.0;1.21;0.31;4.85;2.75;0.44;-0.91;5.15
19;50.35;Large cap (≥3B) CEO/CFO — hold ret_mean_10d_open;Large cap (≥3B) CEO/CFO;Solo market cap ≥3B con insider CEO/CFO. Soglie testate: 250M, 500M, 750M, 1B, 2B, 3B, 5B, 10B, 20B, 50B. (mean: media aritmetica di tutti i valori O,H,L,C nel periodo, barre es. 5 min).;ret_mean_10d_open;mean;10;open;ENPH;ENPH|2024-02-28;ENPH;ENPH|2024-02-28;1;1;100.0;1.19;1.19;1.19;;;1.19;1.19
18;50.35;Large cap (≥5B) CEO/CFO — hold ret_mean_10d_open;Large cap (≥5B) CEO/CFO;Solo market cap ≥5B con insider CEO/CFO. Soglie testate: 250M, 500M, 750M, 1B, 2B, 3B, 5B, 10B, 20B, 50B. (mean: media aritmetica di tutti i valori O,H,L,C nel periodo, barre es. 5 min).;ret_mean_10d_open;mean;10;open;ENPH;ENPH|2024-02-28;ENPH;ENPH|2024-02-28;1;1;100.0;1.19;1.19;1.19;;;1.19;1.19
20;50.35;Large cap (≥10B) CEO/CFO — hold ret_mean_10d_open;Large cap (≥10B) CEO/CFO;Solo market cap ≥10B con insider CEO/CFO. Soglie testate: 250M, 500M, 750M, 1B, 2B, 3B, 5B, 10B, 20B, 50B. (mean: media aritmetica di tutti i valori O,H,L,C nel periodo, barre es. 5 min).;ret_mean_10d_open;mean;10;open;ENPH;ENPH|2024-02-28;ENPH;ENPH|2024-02-28;1;1;100.0;1.19;1.19;1.19;;;1.19;1.19
31;36.54;Director only (no C-level) — hold ret_mean_2d_open;Director only (no C-level);Solo Director, nessun CEO/CFO nello stesso cluster. (mean: media aritmetica di tutti i valori O,H,L,C nel periodo, barre es. 5 min).;ret_mean_2d_open;mean;2;open;AWR,MDV,NHI,NOVA,OVLY,WU;WU|2024-02-28,AWR|2024-02-28,OVLY|2024-02-28,NHI|2024-02-28,MDV|2024-02-28,NOVA|2024-02-28;AWR,MDV,NHI,NOVA,OVLY,WU;WU|2024-02-28,AWR|2024-02-28,OVLY|2024-02-28,NHI|2024-02-28,MDV|2024-02-28,NOVA|2024-02-28;6;6;66.7;1.18;1.56;7.11;2.24;0.53;-2.08;4.56
28;41.81;Director — hold ret_mean_2d_news;Director;Solo Director (può coesistere con altri ruoli). (mean: media aritmetica di tutti i valori O,H,L,C nel periodo, barre es. 5 min).;ret_mean_2d_news;mean;2;news;AMN,AWR,MDV,NHI,NOVA,OVLY,STGW,WU;WU|2024-02-28,AMN|2024-02-28,AWR|2024-02-28,STGW|2024-02-28,OVLY|2024-02-28,NHI|2024-02-28,MDV|2024-02-28,NOVA|2024-02-28;AMN,AWR,MDV,NHI,NOVA,OVLY,STGW,WU;WU|2024-02-28,AMN|2024-02-28,AWR|2024-02-28,STGW|2024-02-28,OVLY|2024-02-28,NHI|2024-02-28,MDV|2024-02-28,NOVA|2024-02-28;8;8;62.5;1.17;1.56;9.33;2.7;0.43;-3.09;5.33
27;44.63;Position +10% — hold ret_mean_10d_news;Position +10%;Almeno un insider ha aumentato la propria posizione del 10% o più. (mean: media aritmetica di tutti i valori O,H,L,C nel periodo, barre es. 5 min).;ret_mean_10d_news;mean;10;news;AMN,AWR,NOVA,OVLY,SPHR,WU;WU|2024-02-28,AMN|2024-02-28,SPHR|2024-02-28,AWR|2024-02-28,OVLY|2024-02-28,NOVA|2024-02-28;AMN,AWR,NOVA,OVLY,SPHR,WU;WU|2024-02-28,AMN|2024-02-28,SPHR|2024-02-28,AWR|2024-02-28,OVLY|2024-02-28,NOVA|2024-02-28;6;6;66.7;1.17;0.18;7.0;8.68;0.13;-12.21;14.68
27;44.63;Position +10% — hold ret_mean_10d_open;Position +10%;Almeno un insider ha aumentato la propria posizione del 10% o più. (mean: media aritmetica di tutti i valori O,H,L,C nel periodo, barre es. 5 min).;ret_mean_10d_open;mean;10;open;AMN,AWR,NOVA,OVLY,SPHR,WU;WU|2024-02-28,AMN|2024-02-28,SPHR|2024-02-28,AWR|2024-02-28,OVLY|2024-02-28,NOVA|2024-02-28;AMN,AWR,NOVA,OVLY,SPHR,WU;WU|2024-02-28,AMN|2024-02-28,SPHR|2024-02-28,AWR|2024-02-28,OVLY|2024-02-28,NOVA|2024-02-28;6;6;83.3;1.15;1.41;6.88;8.34;0.14;-12.85;13.07
29;41.56;Large cap (≥2B) CEO/CFO — hold ret_mean_2d_news;Large cap (≥2B) CEO/CFO;Solo market cap ≥2B con insider CEO/CFO. Soglie testate: 250M, 500M, 750M, 1B, 2B, 3B, 5B, 10B, 20B, 50B. (mean: media aritmetica di tutti i valori O,H,L,C nel periodo, barre es. 5 min).;ret_mean_2d_news;mean;2;news;AMN,ENPH;AMN|2024-02-28,ENPH|2024-02-28;AMN,ENPH;AMN|2024-02-28,ENPH|2024-02-28;2;2;50.0;1.13;1.13;2.26;5.97;0.19;-3.09;5.35
31;36.54;Director only (no C-level) — hold ret_mean_3d_news;Director only (no C-level);Solo Director, nessun CEO/CFO nello stesso cluster. (mean: media aritmetica di tutti i valori O,H,L,C nel periodo, barre es. 5 min).;ret_mean_3d_news;mean;3;news;AWR,MDV,NHI,NOVA,OVLY,WU;WU|2024-02-28,AWR|2024-02-28,OVLY|2024-02-28,NHI|2024-02-28,MDV|2024-02-28,NOVA|2024-02-28;AWR,MDV,NHI,NOVA,OVLY,WU;WU|2024-02-28,AWR|2024-02-28,OVLY|2024-02-28,NHI|2024-02-28,MDV|2024-02-28,NOVA|2024-02-28;6;6;66.7;1.13;1.16;6.8;1.79;0.63;-1.26;3.22
23;48.48;Tutti — hold ret_mean_14d_news;Tutti;Tutti i cluster SEC P, nessun filtro. (mean: media aritmetica di tutti i valori O,H,L,C nel periodo, barre es. 5 min).;ret_mean_14d_news;mean;14;news;AMN,AWR,ENPH,MDV,NHI,NOVA,OVLY,SPHR,STGW,WU;WU|2024-02-28,AMN|2024-02-28,SPHR|2024-02-28,AWR|2024-02-28,STGW|2024-02-28,OVLY|2024-02-28,NHI|2024-02-28,ENPH|2024-02-28,MDV|2024-02-28,NOVA|2024-02-28;AMN,AWR,ENPH,MDV,NHI,NOVA,OVLY,SPHR,STGW,WU;WU|2024-02-28,AMN|2024-02-28,SPHR|2024-02-28,AWR|2024-02-28,STGW|2024-02-28,OVLY|2024-02-28,NHI|2024-02-28,ENPH|2024-02-28,MDV|2024-02-28,NOVA|2024-02-28;10;10;70.0;1.13;0.97;11.32;8.15;0.14;-18.03;14.49
29;41.56;Large cap (≥2B) CEO/CFO — hold ret_mean_2d_open;Large cap (≥2B) CEO/CFO;Solo market cap ≥2B con insider CEO/CFO. Soglie testate: 250M, 500M, 750M, 1B, 2B, 3B, 5B, 10B, 20B, 50B. (mean: media aritmetica di tutti i valori O,H,L,C nel periodo, barre es. 5 min).;ret_mean_2d_open;mean;2;open;AMN,ENPH;AMN|2024-02-28,ENPH|2024-02-28;AMN,ENPH;AMN|2024-02-28,ENPH|2024-02-28;2;2;50.0;1.12;1.12;2.24;2.12;0.53;-0.38;2.62
